Unnamed: 0,id_medicine,id_disease,correlation_score
26853,-14,-3,0.654
26854,-14,-3,0.483
26855,-14,-3,0.694
26856,-14,-3,0.161
26857,-14,-3,0.654
26858,-14,-3,0.126
26859,-14,-3,0.483
26860,-14,-4,0.437
26861,-14,-4,0.666
26862,-14,-4,0.46
26863,-14,-4,0.176
26864,-14,-4,0.323
26865,-14,-4,0.588
26866,-14,-4,0.129
26867,-14,-4,0.172
26868,-14,-4,0.112
26869,-14,-4,0.597
26870,-14,-4,0.543
26871,-14,-4,0.439
26872,-14,-4,0.486
26873,-14,-4,0.152
26874,-14,-4,0.582
26875,-14,-4,0.152
26876,-14,-4,0.304
26877,-14,-4,0.119
26878,-14,-4,0.665
26879,-14,-4,0.522
26880,-14,-5,0.699
26881,-14,-5,0.349
26882,-14,-5,0.466
26883,-14,-5,0.39
26884,-14,-5,0.691
26885,-14,-5,0.411
26886,-14,-5,0.394
26887,-14,-5,0.564
26888,-14,-5,0.193
26889,-14,-5,0.684
26890,-14,-5,0.397
26891,-14,-5,0.271
26892,-14,-5,0.152
26893,-14,-5,0.114
26894,-14,-5,0.489
26895,-14,-5,0.35
26896,-14,-5,0.554
26897,-14,-5,0.4
26898,-14,-5,0.651
26899,-14,-5,0.387
26900,-14,-6,0.113
26901,-14,-6,0.507
26902,-14,-6,0.629
26903,-14,-6,0.129
26904,-14,-6,0.358
26905,-14,-6,0.463
26906,-14,-6,0.315
26907,-14,-6,0.108
26908,-14,-6,0.27
26909,-14,-6,0.384
26910,-14,-6,0.153
26911,-14,-6,0.22
26912,-14,-6,0.441
26913,-14,-6,0.448
26914,-14,-6,0.25
26915,-14,-6,0.399
26916,-14,-6,0.38
26917,-14,-6,0.198
26918,-14,-6,0.595
26919,-14,-6,0.161
26920,-14,-7,0.61
26921,-14,-7,0.201
26922,-14,-7,0.552
26923,-14,-7,0.229
26924,-14,-7,0.593
26925,-14,-7,0.176
26926,-14,-7,0.53
26927,-14,-7,0.304
26928,-14,-7,0.223
26929,-14,-7,0.516
26930,-14,-7,0.495
26931,-14,-7,0.652
26932,-14,-7,0.596
26933,-14,-7,0.127
26934,-14,-7,0.276
26935,-14,-7,0.67
26936,-14,-7,0.352
26937,-14,-7,0.141
26938,-14,-7,0.191
26939,-14,-7,0.28
26940,-14,-8,0.249
26941,-14,-8,0.596
26942,-14,-8,0.315
26943,-14,-8,0.363
26944,-14,-8,0.313
26945,-14,-8,0.57
26946,-14,-8,0.351
26947,-14,-8,0.305
26948,-14,-8,0.394
26949,-14,-8,0.607
26950,-14,-8,0.37
26951,-14,-8,0.15
26952,-14,-8,0.34
26953,-14,-8,0.503
26954,-14,-8,0.507
26955,-14,-8,0.32
26956,-14,-8,0.599
26957,-14,-8,0.347
26958,-14,-8,0.39
26959,-14,-8,0.27
26960,-14,-9,0.59
26961,-14,-9,0.224
26962,-14,-9,0.659
26963,-14,-9,0.357
26964,-14,-9,0.308
26965,-14,-9,0.189
26966,-14,-9,0.248
26967,-14,-9,0.274
26968,-14,-9,0.154
26969,-14,-9,0.556
26970,-14,-9,0.57
26971,-14,-9,0.124
26972,-14,-9,0.251
26973,-14,-9,0.629
26974,-14,-9,0.153
26975,-14,-9,0.272
26976,-14,-9,0.373
26977,-14,-9,0.33
26978,-14,-9,0.343
26979,-14,-9,0.21
26980,-14,-10,0.545
26981,-14,-10,0.316
26982,-14,-10,0.632
26983,-14,-10,0.483
26984,-14,-10,0.585
26985,-14,-10,0.154
26986,-14,-10,0.249
26987,-14,-10,0.616
26988,-14,-10,0.166
26989,-14,-10,0.371
26990,-14,-10,0.318
26991,-14,-10,0.235
26992,-14,-10,0.34
26993,-14,-10,0.323
26994,-14,-10,0.229
26995,-14,-10,0.501
26996,-14,-10,0.404
26997,-14,-10,0.513
26998,-14,-10,0.498
26999,-14,-10,0.223
27000,-14,-11,0.389
27001,-14,-11,0.136
27002,-14,-11,0.346
27003,-14,-11,0.566
27004,-14,-11,0.418
27005,-14,-11,0.371
27006,-14,-11,0.682
27007,-14,-11,0.636
27008,-14,-11,0.217
27009,-14,-11,0.654
27010,-14,-11,0.106
27011,-14,-11,0.478
27012,-14,-11,0.285
27013,-14,-11,0.327
27014,-14,-11,0.337
27015,-14,-11,0.269
27016,-14,-11,0.548
27017,-14,-11,0.585
27018,-14,-11,0.194
27019,-14,-11,0.341
27020,-14,-12,0.406
27021,-14,-12,0.638
27022,-14,-12,0.68
27023,-14,-12,0.532
27024,-14,-12,0.314
27025,-14,-12,0.553
27026,-14,-12,0.256
27027,-14,-12,0.578
27028,-14,-12,0.416
27029,-14,-12,0.412
27030,-14,-12,0.318
27031,-14,-12,0.637
27032,-14,-12,0.276
27033,-14,-12,0.163
27034,-14,-12,0.224
27035,-14,-12,0.347
27036,-14,-12,0.63
27037,-14,-12,0.339
27038,-14,-12,0.255
27039,-14,-12,0.352
27040,-14,-13,0.631
27041,-14,-13,0.47
27042,-14,-13,0.306
27043,-14,-13,0.435
27044,-14,-13,0.575
27045,-14,-13,0.62
27046,-14,-13,0.519
27047,-14,-13,0.544
27048,-14,-13,0.533
27049,-14,-13,0.373
27050,-14,-13,0.387
27051,-14,-13,0.425
27052,-14,-13,0.617
27053,-14,-13,0.492
27054,-14,-13,0.461
27055,-14,-13,0.236
27056,-14,-13,0.203
27057,-14,-13,0.403
27058,-14,-13,0.493
27059,-14,-13,0.191
27060,-14,-14,0.538
27061,-14,-14,0.13
27062,-14,-14,0.184
27063,-14,-14,0.378
27064,-14,-14,0.333
27065,-14,-14,0.428
27066,-14,-14,0.458
27067,-14,-14,0.649
27068,-14,-14,0.559
27069,-14,-14,0.263
27070,-14,-14,0.285
27071,-14,-14,0.202
27072,-14,-14,0.395
27073,-14,-14,0.462
27074,-14,-14,0.577
27075,-14,-14,0.478
27076,-14,-14,0.451
27077,-14,-14,0.305
27078,-14,-14,0.673
27079,-14,-14,0.487
27080,-14,-15,0.224
27081,-14,-15,0.3
27082,-14,-15,0.6
27083,-14,-15,0.556
27084,-14,-15,0.675
27085,-14,-15,0.392
27086,-14,-15,0.574
27087,-14,-15,0.674
27088,-14,-15,0.348
27089,-14,-15,0.236
27090,-14,-15,0.577
27091,-14,-15,0.286
27092,-14,-15,0.604
27093,-14,-15,0.111
27094,-14,-15,0.379
27095,-14,-15,0.352
27096,-14,-15,0.222
27097,-14,-15,0.581
27098,-14,-15,0.694
27099,-14,-15,0.25
27100,-14,-16,0.125
27101,-14,-16,0.666
27102,-14,-16,0.377
27103,-14,-16,0.307
27104,-14,-16,0.47
27105,-14,-16,0.451
27106,-14,-16,0.524
27107,-14,-16,0.35
27108,-14,-16,0.611
27109,-14,-16,0.597
27110,-14,-16,0.37
27111,-14,-16,0.365
27112,-14,-16,0.101
27113,-14,-16,0.546
27114,-14,-16,0.444
27115,-14,-16,0.409
27116,-14,-16,0.141
27117,-14,-16,0.471
27118,-14,-16,0.306
27119,-14,-16,0.358
27120,-14,-17,0.134
27121,-14,-17,0.461
27122,-14,-17,0.165
27123,-14,-17,0.673
27124,-14,-17,0.398
27125,-14,-17,0.128
27126,-14,-17,0.193
27127,-14,-17,0.176
27128,-14,-17,0.602
27129,-14,-17,0.271
27130,-14,-17,0.607
27131,-14,-17,0.395
27132,-14,-17,0.307
27133,-14,-17,0.606
27134,-14,-17,0.111
27135,-14,-17,0.272
27136,-14,-17,0.3
27137,-14,-17,0.361
27138,-14,-17,0.667
27139,-14,-17,0.31
27140,-14,-18,0.542
27141,-14,-18,0.635
27142,-14,-18,0.556
27143,-14,-18,0.29
27144,-14,-18,0.547
27145,-14,-18,0.183
27146,-14,-18,0.331
27147,-14,-18,0.681
27148,-14,-18,0.34
27149,-14,-18,0.663
27150,-14,-18,0.691
27151,-14,-18,0.345
27152,-14,-18,0.59
27153,-14,-18,0.629
27154,-14,-18,0.225
27155,-14,-18,0.304
27156,-14,-18,0.654
27157,-14,-18,0.634
27158,-14,-18,0.291
27159,-14,-18,0.338
27160,-14,-19,0.504
27161,-14,-19,0.508
27162,-14,-19,0.449
27163,-14,-19,0.315
27164,-14,-19,0.624
27165,-14,-19,0.37
27166,-14,-19,0.563
27167,-14,-19,0.607
27168,-14,-19,0.34
27169,-14,-19,0.326
27170,-14,-19,0.311
27171,-14,-19,0.462
27172,-14,-19,0.637
27173,-14,-19,0.639
27174,-14,-19,0.633
27175,-14,-19,0.608
27176,-14,-19,0.252
27177,-14,-19,0.678
27178,-14,-19,0.68
27179,-14,-19,0.372
27180,-14,-20,0.55
27181,-14,-20,0.286
27182,-14,-20,0.639
27183,-14,-20,0.662
27184,-14,-20,0.296
27185,-14,-20,0.13
27186,-14,-20,0.61
27187,-14,-20,0.308
27188,-14,-20,0.385
27189,-14,-20,0.272
27190,-14,-20,0.646
27191,-14,-20,0.634
27192,-14,-20,0.415
27193,-14,-20,0.496
27194,-14,-20,0.156
27195,-14,-20,0.62
27196,-14,-20,0.195
27197,-14,-20,0.509
27198,-14,-20,0.262
27199,-14,-20,0.354
27200,-14,-1,0.569
27201,-14,-1,0.345
27202,-14,-1,0.132
27203,-14,-1,0.557
27204,-14,-1,0.288
27205,-14,-1,0.183
27206,-14,-1,0.501
27207,-14,-1,0.297
27208,-14,-1,0.348
27209,-14,-1,0.233
27210,-14,-1,0.647
27211,-14,-1,0.134
27212,-14,-1,0.375
27213,-14,-1,0.394
27214,-14,-1,0.459
27215,-14,-1,0.281
27216,-14,-1,0.642
27217,-14,-1,0.461
27218,-14,-1,0.593
27219,-14,-1,0.364
27220,-14,-2,0.683
27221,-14,-2,0.416
27222,-14,-2,0.476
27223,-14,-2,0.659
27224,-14,-2,0.664
27225,-14,-2,0.267
27226,-14,-2,0.498
27227,-14,-2,0.401
27228,-14,-2,0.201
27229,-14,-2,0.41
27230,-14,-2,0.124
27231,-14,-2,0.559
27232,-14,-2,0.256
27233,-14,-2,0.515
27234,-14,-2,0.46
27235,-14,-2,0.111
27236,-14,-2,0.681
27237,-14,-2,0.125
27238,-14,-2,0.394
27239,-14,-2,0.405
27240,-14,-3,0.331
27241,-14,-3,0.673
27242,-14,-3,0.606
27243,-14,-3,0.619
27244,-14,-3,0.333
27245,-14,-3,0.436
27246,-14,-3,0.611
27247,-14,-3,0.619
27248,-14,-3,0.415
27249,-14,-3,0.297
27250,-14,-3,0.513
27251,-14,-3,0.288
27252,-14,-3,0.593
27253,-14,-3,0.56
27254,-14,-3,0.426
27255,-14,-3,0.348
27256,-14,-3,0.186
27257,-14,-3,0.512
27258,-14,-3,0.159
27259,-14,-3,0.153
27260,-14,-4,0.249
27261,-14,-4,0.159
27262,-14,-4,0.504
27263,-14,-4,0.557
27264,-14,-4,0.487
27265,-14,-4,0.576
27266,-14,-4,0.199
27267,-14,-4,0.396
27268,-14,-4,0.161
27269,-14,-4,0.432
27270,-14,-4,0.582
27271,-14,-4,0.454
27272,-14,-4,0.266
27273,-14,-4,0.249
27274,-14,-4,0.578
27275,-14,-4,0.438
27276,-14,-4,0.606
27277,-14,-4,0.56
27278,-14,-4,0.538
27279,-14,-4,0.229
27280,-14,-5,0.175
27281,-14,-5,0.326
27282,-14,-5,0.297
27283,-14,-5,0.214
27284,-14,-5,0.38
27285,-14,-5,0.124
27286,-14,-5,0.101
27287,-14,-5,0.264
27288,-14,-5,0.489
27289,-14,-5,0.419
27290,-14,-5,0.148
27291,-14,-5,0.298
27292,-14,-5,0.107
27293,-14,-5,0.663
27294,-14,-5,0.498
27295,-14,-5,0.399
27296,-14,-5,0.361
27297,-14,-5,0.667
27298,-14,-5,0.671
27299,-14,-5,0.5
27300,-14,-6,0.493
27301,-14,-6,0.693
27302,-14,-6,0.24
27303,-14,-6,0.571
27304,-14,-6,0.493
27305,-14,-6,0.596
27306,-14,-6,0.472
27307,-14,-6,0.434
27308,-14,-6,0.593
27309,-14,-6,0.423
27310,-14,-6,0.685
27311,-14,-6,0.294
27312,-14,-6,0.666
27313,-14,-6,0.352
27314,-14,-6,0.447
27315,-14,-6,0.633
27316,-14,-6,0.605
27317,-14,-6,0.126
27318,-14,-6,0.496
27319,-14,-6,0.537
27320,-14,-7,0.438
27321,-14,-7,0.694
27322,-14,-7,0.356
27323,-14,-7,0.265
27324,-14,-7,0.156
27325,-14,-7,0.453
27326,-14,-7,0.64
27327,-14,-7,0.525
27328,-14,-7,0.55
27329,-14,-7,0.695
27330,-14,-7,0.567
27331,-14,-7,0.175
27332,-14,-7,0.224
27333,-14,-7,0.151
27334,-14,-7,0.111
27335,-14,-7,0.24
27336,-14,-7,0.61
27337,-14,-7,0.583
27338,-14,-7,0.35
27339,-14,-7,0.176
27340,-14,-8,0.427
27341,-14,-8,0.408
27342,-14,-8,0.491
27343,-14,-8,0.162
27344,-14,-8,0.592
27345,-14,-8,0.404
27346,-14,-8,0.485
27347,-14,-8,0.645
27348,-14,-8,0.562
27349,-14,-8,0.18
27350,-14,-8,0.426
27351,-14,-8,0.526
27352,-14,-8,0.376
27353,-14,-8,0.164
27354,-14,-8,0.269
27355,-14,-8,0.202
27356,-14,-8,0.116
27357,-14,-8,0.107
27358,-14,-8,0.588
27359,-14,-8,0.563
27360,-14,-9,0.626
27361,-14,-9,0.607
27362,-14,-9,0.102
27363,-14,-9,0.565
27364,-14,-9,0.536
27365,-14,-9,0.231
27366,-14,-9,0.15
27367,-14,-9,0.601
27368,-14,-9,0.426
27369,-14,-9,0.427
27370,-14,-9,0.612
27371,-14,-9,0.589
27372,-14,-9,0.543
27373,-14,-9,0.553
27374,-14,-9,0.174
27375,-14,-9,0.286
27376,-14,-9,0.261
27377,-14,-9,0.316
27378,-14,-9,0.672
27379,-14,-9,0.582
27380,-14,-10,0.58
27381,-14,-10,0.488
27382,-14,-10,0.499
27383,-14,-10,0.422
27384,-14,-10,0.263
27385,-14,-10,0.592
27386,-14,-10,0.107
27387,-14,-10,0.56
27388,-14,-10,0.25
27389,-14,-10,0.129
27390,-14,-10,0.646
27391,-14,-10,0.241
27392,-14,-10,0.446
27393,-14,-10,0.261
27394,-14,-10,0.463
27395,-14,-10,0.573
27396,-14,-10,0.18
27397,-14,-10,0.198
27398,-14,-10,0.3
27399,-14,-10,0.13
27400,-14,-11,0.179
27401,-14,-11,0.409
27402,-14,-11,0.193
27403,-14,-11,0.643
27404,-14,-11,0.383
27405,-14,-11,0.44
27406,-14,-11,0.337
27407,-14,-11,0.2
27408,-14,-11,0.613
27409,-14,-11,0.272
27410,-14,-11,0.411
27411,-14,-11,0.331
27412,-14,-11,0.105
27413,-14,-11,0.168
27414,-14,-11,0.447
27415,-14,-11,0.146
27416,-14,-11,0.507
27417,-14,-11,0.387
27418,-14,-11,0.638
27419,-14,-11,0.217
27420,-14,-12,0.547
27421,-14,-12,0.139
27422,-14,-12,0.149
27423,-14,-12,0.252
27424,-14,-12,0.668
27425,-14,-12,0.694
27426,-14,-12,0.239
27427,-14,-12,0.183
27428,-14,-12,0.244
27429,-14,-12,0.635
27430,-14,-12,0.266
27431,-14,-12,0.436
27432,-14,-12,0.283
27433,-14,-12,0.622
27434,-14,-12,0.306
27435,-14,-12,0.157
27436,-14,-12,0.103
27437,-14,-12,0.516
27438,-14,-12,0.12
27439,-14,-12,0.448
27440,-14,-13,0.102
27441,-14,-13,0.541
27442,-14,-13,0.635
27443,-14,-13,0.201
27444,-14,-13,0.603
27445,-14,-13,0.38
27446,-14,-13,0.453
27447,-14,-13,0.415
27448,-14,-13,0.405
27449,-14,-13,0.38
27450,-14,-13,0.487
27451,-14,-13,0.592
27452,-14,-13,0.439
27453,-14,-13,0.529
27454,-14,-13,0.42
27455,-14,-13,0.11
27456,-14,-13,0.622
27457,-14,-13,0.237
27458,-14,-13,0.506
27459,-14,-13,0.671
27460,-14,-14,0.364
27461,-14,-14,0.452
27462,-14,-14,0.44
27463,-14,-14,0.302
27464,-14,-14,0.631
27465,-14,-14,0.322
27466,-14,-14,0.427
27467,-14,-14,0.653
27468,-14,-14,0.283
27469,-14,-14,0.167
27470,-14,-14,0.27
27471,-14,-14,0.212
27472,-14,-14,0.561
27473,-14,-14,0.524
27474,-14,-14,0.358
27475,-14,-14,0.325
27476,-14,-14,0.609
27477,-14,-14,0.229
27478,-14,-14,0.209
27479,-14,-14,0.221
27480,-14,-15,0.212
27481,-14,-15,0.276
27482,-14,-15,0.682
27483,-14,-15,0.14
27484,-14,-15,0.33
27485,-14,-15,0.356
27486,-14,-15,0.699
27487,-14,-15,0.565
27488,-14,-15,0.53
27489,-14,-15,0.367
27490,-14,-15,0.347
27491,-14,-15,0.627
27492,-14,-15,0.144
27493,-14,-15,0.628
27494,-14,-15,0.125
27495,-14,-15,0.249
27496,-14,-15,0.25
27497,-14,-15,0.24
27498,-14,-15,0.449
27499,-14,-15,0.319
27500,-14,-16,0.144
27501,-14,-16,0.241
27502,-14,-16,0.513
27503,-14,-16,0.533
27504,-14,-16,0.55
27505,-14,-16,0.309
27506,-14,-16,0.291
27507,-14,-16,0.164
27508,-14,-16,0.283
27509,-14,-16,0.124
27510,-14,-16,0.249
27511,-14,-16,0.438
27512,-14,-16,0.636
27513,-14,-16,0.343
27514,-14,-16,0.473
27515,-14,-16,0.673
27516,-14,-16,0.281
27517,-14,-16,0.272
27518,-14,-16,0.352
27519,-14,-16,0.614
27520,-14,-17,0.373
27521,-14,-17,0.486
27522,-14,-17,0.19
27523,-14,-17,0.273
27524,-14,-17,0.453
27525,-14,-17,0.187
27526,-14,-17,0.244
27527,-14,-17,0.277
27528,-14,-17,0.25
27529,-14,-17,0.12
27530,-14,-17,0.451
27531,-14,-17,0.438
27532,-14,-17,0.163
27533,-14,-17,0.399
27534,-14,-17,0.317
27535,-14,-17,0.294
27536,-14,-17,0.137
27537,-14,-17,0.661
27538,-14,-17,0.27
27539,-14,-17,0.284
27540,-14,-18,0.315
27541,-14,-18,0.447
27542,-14,-18,0.571
27543,-14,-18,0.281
27544,-14,-18,0.172
27545,-14,-18,0.306
27546,-14,-18,0.286
27547,-14,-18,0.36
27548,-14,-18,0.133
27549,-14,-18,0.523
27550,-14,-18,0.617
27551,-14,-18,0.586
27552,-14,-18,0.267
27553,-14,-18,0.684
27554,-14,-18,0.639
27555,-14,-18,0.595
27556,-14,-18,0.444
27557,-14,-18,0.325
27558,-14,-18,0.406
27559,-14,-18,0.272
27560,-14,-19,0.572
27561,-14,-19,0.15
27562,-14,-19,0.59
27563,-14,-19,0.276
27564,-14,-19,0.294
27565,-14,-19,0.29
27566,-14,-19,0.484
27567,-14,-19,0.66
27568,-14,-19,0.557
27569,-14,-19,0.563
27570,-14,-19,0.185
27571,-14,-19,0.519
27572,-14,-19,0.415
27573,-14,-19,0.484
27574,-14,-19,0.656
27575,-14,-19,0.217
27576,-14,-19,0.623
27577,-14,-19,0.327
27578,-14,-19,0.295
27579,-14,-19,0.698
27580,-14,-20,0.277
27581,-14,-20,0.438
27582,-14,-20,0.383
27583,-14,-20,0.444
27584,-14,-20,0.559
27585,-14,-20,0.227
27586,-14,-20,0.25
27587,-14,-20,0.396
27588,-14,-20,0.249
27589,-14,-20,0.368
27590,-14,-20,0.308
27591,-14,-20,0.489
27592,-14,-20,0.267
27593,-14,-20,0.292
27594,-14,-20,0.102
27595,-14,-20,0.259
27596,-14,-20,0.567
27597,-14,-20,0.294
27598,-14,-20,0.139
27599,-14,-20,0.184
27600,-14,-1,0.374
27601,-14,-1,0.506
27602,-14,-1,0.602
27603,-14,-1,0.547
27604,-14,-1,0.356
27605,-14,-1,0.391
27606,-14,-1,0.191
27607,-14,-1,0.218
27608,-14,-1,0.65
27609,-14,-1,0.272
27610,-14,-1,0.635
27611,-14,-1,0.586
27612,-14,-1,0.662
27613,-14,-1,0.495
27614,-14,-1,0.375
27615,-14,-1,0.183
27616,-14,-1,0.285
27617,-14,-1,0.496
27618,-14,-1,0.301
27619,-14,-1,0.191
27620,-14,-2,0.272
27621,-14,-2,0.528
27622,-14,-2,0.158
27623,-14,-2,0.357
27624,-14,-2,0.325
27625,-14,-2,0.145
27626,-14,-2,0.122
27627,-14,-2,0.345
27628,-14,-2,0.264
27629,-14,-2,0.469
27630,-14,-2,0.591
27631,-14,-2,0.457
27632,-14,-2,0.525
27633,-14,-2,0.147
27634,-14,-2,0.415
27635,-14,-2,0.132
27636,-14,-2,0.141
27637,-14,-2,0.226
27638,-14,-2,0.197
27639,-14,-2,0.247
27640,-14,-3,0.412
27641,-14,-3,0.514
27642,-14,-3,0.663
27643,-14,-3,0.539
27644,-14,-3,0.313
27645,-14,-3,0.531
27646,-14,-3,0.26
27647,-14,-3,0.262
27648,-14,-3,0.169
27649,-14,-3,0.567
27650,-14,-3,0.568
27651,-14,-3,0.483
27652,-14,-3,0.562
27653,-14,-3,0.586
27654,-14,-3,0.187
27655,-14,-3,0.434
27656,-14,-3,0.306
27657,-14,-3,0.186
27658,-14,-3,0.478
27659,-14,-3,0.41
27660,-14,-4,0.663
27661,-14,-4,0.642
27662,-14,-4,0.519
27663,-14,-4,0.224
27664,-14,-4,0.18
27665,-14,-4,0.213
27666,-14,-4,0.322
27667,-14,-4,0.136
27668,-14,-4,0.11
27669,-14,-4,0.483
27670,-14,-4,0.516
27671,-14,-4,0.483
27672,-14,-4,0.269
27673,-14,-4,0.383
27674,-14,-4,0.271
27675,-14,-4,0.621
27676,-14,-4,0.609
27677,-14,-4,0.242
27678,-14,-4,0.397
27679,-14,-4,0.44
27680,-14,-5,0.153
27681,-14,-5,0.259
27682,-14,-5,0.658
27683,-14,-5,0.337
27684,-14,-5,0.13
27685,-14,-5,0.23
27686,-14,-5,0.375
27687,-14,-5,0.699
27688,-14,-5,0.329
27689,-14,-5,0.657
27690,-14,-5,0.103
27691,-14,-5,0.201
27692,-14,-5,0.296
27693,-14,-5,0.633
27694,-14,-5,0.415
27695,-14,-5,0.407
27696,-14,-5,0.492
27697,-14,-5,0.11
27698,-14,-5,0.401
27699,-14,-5,0.18
27700,-14,-6,0.543
27701,-14,-6,0.361
27702,-14,-6,0.478
27703,-14,-6,0.576
27704,-14,-6,0.306
27705,-14,-6,0.114
27706,-14,-6,0.392
27707,-14,-6,0.525
27708,-14,-6,0.36
27709,-14,-6,0.603
27710,-14,-6,0.406
27711,-14,-6,0.28
27712,-14,-6,0.5
27713,-14,-6,0.625
27714,-14,-6,0.104
27715,-14,-6,0.304
27716,-14,-6,0.212
27717,-14,-6,0.178
27718,-14,-6,0.627
27719,-14,-6,0.181
27720,-14,-7,0.614
27721,-14,-7,0.566
27722,-14,-7,0.218
27723,-14,-7,0.52
27724,-14,-7,0.148
27725,-14,-7,0.328
27726,-14,-7,0.225
27727,-14,-7,0.302
27728,-14,-7,0.382
27729,-14,-7,0.645
27730,-14,-7,0.416
27731,-14,-7,0.236
27732,-14,-7,0.457
27733,-14,-7,0.604
27734,-14,-7,0.428
27735,-14,-7,0.243
27736,-14,-7,0.146
27737,-14,-7,0.5
27738,-14,-7,0.602
27739,-14,-7,0.128
27740,-14,-8,0.216
27741,-14,-8,0.615
27742,-14,-8,0.496
27743,-14,-8,0.389
27744,-14,-8,0.13
27745,-14,-8,0.151
27746,-14,-8,0.339
27747,-14,-8,0.485
27748,-14,-8,0.676
27749,-14,-8,0.339
27750,-14,-8,0.318
27751,-14,-8,0.463
27752,-14,-8,0.688
27753,-14,-8,0.503
27754,-14,-8,0.258
27755,-14,-8,0.179
27756,-14,-8,0.635
27757,-14,-8,0.333
27758,-14,-8,0.114
27759,-14,-8,0.436
27760,-14,-9,0.215
27761,-14,-9,0.426
27762,-14,-9,0.515
27763,-14,-9,0.326
27764,-14,-9,0.446
27765,-14,-9,0.645
27766,-14,-9,0.385
27767,-14,-9,0.15
27768,-14,-9,0.127
27769,-14,-9,0.236
27770,-14,-9,0.627
27771,-14,-9,0.155
27772,-14,-9,0.687
27773,-14,-9,0.699
27774,-14,-9,0.407
27775,-14,-9,0.127
27776,-14,-9,0.412
27777,-14,-9,0.629
27778,-14,-9,0.561
27779,-14,-9,0.417
27780,-14,-10,0.192
27781,-14,-10,0.307
27782,-14,-10,0.634
27783,-14,-10,0.149
27784,-14,-10,0.599
27785,-14,-10,0.179
27786,-14,-10,0.692
27787,-14,-10,0.158
27788,-14,-10,0.346
27789,-14,-10,0.497
27790,-14,-10,0.528
27791,-14,-10,0.605
27792,-14,-10,0.213
27793,-14,-10,0.36
27794,-14,-10,0.151
27795,-14,-10,0.593
27796,-14,-10,0.131
27797,-14,-10,0.52
27798,-14,-10,0.244
27799,-14,-10,0.684
27800,-14,-11,0.203
27801,-14,-11,0.646
27802,-14,-11,0.204
27803,-14,-11,0.533
27804,-14,-11,0.147
27805,-14,-11,0.282
27806,-14,-11,0.254
27807,-14,-11,0.358
27808,-14,-11,0.257
27809,-14,-11,0.517
27810,-14,-11,0.443
27811,-14,-11,0.654
27812,-14,-11,0.555
27813,-14,-11,0.31
27814,-14,-11,0.307
27815,-14,-11,0.319
27816,-14,-11,0.313
27817,-14,-11,0.32
27818,-14,-11,0.479
27819,-14,-11,0.137
27820,-14,-12,0.458
27821,-14,-12,0.241
27822,-14,-12,0.684
27823,-14,-12,0.432
27824,-14,-12,0.313
27825,-14,-12,0.653
27826,-14,-12,0.511
27827,-14,-12,0.614
27828,-14,-12,0.678
27829,-14,-12,0.471
27830,-14,-12,0.483
27831,-14,-12,0.666
27832,-14,-12,0.395
27833,-14,-12,0.27
27834,-14,-12,0.684
27835,-14,-12,0.56
27836,-14,-12,0.233
27837,-14,-12,0.192
27838,-14,-12,0.55
27839,-14,-12,0.53
27840,-14,-13,0.683
27841,-14,-13,0.485
27842,-14,-13,0.317
27843,-14,-13,0.512
27844,-14,-13,0.5
27845,-14,-13,0.452
27846,-14,-13,0.116
27847,-14,-13,0.412
27848,-14,-13,0.342
27849,-14,-13,0.656
27850,-14,-13,0.2
27851,-14,-13,0.361
27852,-14,-13,0.478
27853,-14,-13,0.21
27854,-14,-13,0.388
27855,-14,-13,0.361
27856,-14,-13,0.527
27857,-14,-13,0.556
27858,-14,-13,0.325
27859,-14,-13,0.518
27860,-14,-14,0.207
27861,-14,-14,0.359
27862,-14,-14,0.368
27863,-14,-14,0.401
27864,-14,-14,0.271
27865,-14,-14,0.472
27866,-14,-14,0.423
27867,-14,-14,0.691
27868,-14,-14,0.143
27869,-14,-14,0.403
27870,-14,-14,0.642
27871,-14,-14,0.336
27872,-14,-14,0.509
27873,-14,-14,0.128
27874,-14,-14,0.608
27875,-14,-14,0.266
27876,-14,-14,0.214
27877,-14,-14,0.46
27878,-14,-14,0.492
27879,-14,-14,0.459
27880,-14,-15,0.181
27881,-14,-15,0.55
27882,-14,-15,0.569
27883,-14,-15,0.566
27884,-14,-15,0.494
27885,-14,-15,0.398
27886,-14,-15,0.656
27887,-14,-15,0.525
27888,-14,-15,0.23
27889,-14,-15,0.421
27890,-14,-15,0.264
27891,-14,-15,0.416
27892,-14,-15,0.647
27893,-14,-15,0.298
27894,-14,-15,0.667
27895,-14,-15,0.469
27896,-14,-15,0.229
27897,-14,-15,0.567
27898,-14,-15,0.278
27899,-14,-15,0.252
27900,-14,-16,0.385
27901,-14,-16,0.516
27902,-14,-16,0.491
27903,-14,-16,0.358
27904,-14,-16,0.494
27905,-14,-16,0.289
27906,-14,-16,0.642
27907,-14,-16,0.384
27908,-14,-16,0.399
27909,-14,-16,0.521
27910,-14,-16,0.374
27911,-14,-16,0.349
27912,-14,-16,0.36
27913,-14,-16,0.179
27914,-14,-16,0.415
27915,-14,-16,0.346
27916,-14,-16,0.186
27917,-14,-16,0.682
27918,-14,-16,0.506
27919,-14,-16,0.139
27920,-14,-17,0.574
27921,-14,-17,0.661
27922,-14,-17,0.12
27923,-14,-17,0.627
27924,-14,-17,0.64
27925,-14,-17,0.6
27926,-14,-17,0.452
