,id_medicine,id_disease,correlation_score
29674,D015,D004,0.219
29675,D015,D004,0.516
29676,D015,D004,0.262
29677,D015,D004,0.361
29678,D015,D004,0.444
29679,D015,D004,0.652
29680,D015,D005,0.221
29681,D015,D005,0.429
29682,D015,D005,0.611
29683,D015,D005,0.321
29684,D015,D005,0.42
29685,D015,D005,0.184
29686,D015,D005,0.58
29687,D015,D005,0.377
29688,D015,D005,0.224
29689,D015,D005,0.13
29690,D015,D005,0.357
29691,D015,D005,0.205
29692,D015,D005,0.688
29693,D015,D005,0.105
29694,D015,D005,0.187
29695,D015,D005,0.509
29696,D015,D005,0.242
29697,D015,D005,0.277
29698,D015,D005,0.4
29699,D015,D005,0.689
29700,D015,D006,0.443
29701,D015,D006,0.503
29702,D015,D006,0.432
29703,D015,D006,0.524
29704,D015,D006,0.303
29705,D015,D006,0.538
29706,D015,D006,0.624
29707,D015,D006,0.28
29708,D015,D006,0.487
29709,D015,D006,0.212
29710,D015,D006,0.421
29711,D015,D006,0.64
29712,D015,D006,0.593
29713,D015,D006,0.122
29714,D015,D006,0.446
29715,D015,D006,0.666
29716,D015,D006,0.677
29717,D015,D006,0.121
29718,D015,D006,0.265
29719,D015,D006,0.584
29720,D015,D007,0.236
29721,D015,D007,0.202
29722,D015,D007,0.306
29723,D015,D007,0.627
29724,D015,D007,0.466
29725,D015,D007,0.16
29726,D015,D007,0.215
29727,D015,D007,0.661
29728,D015,D007,0.403
29729,D015,D007,0.64
29730,D015,D007,0.605
29731,D015,D007,0.349
29732,D015,D007,0.129
29733,D015,D007,0.164
29734,D015,D007,0.149
29735,D015,D007,0.396
29736,D015,D007,0.438
29737,D015,D007,0.254
29738,D015,D007,0.368
29739,D015,D007,0.532
29740,D015,D008,0.552
29741,D015,D008,0.669
29742,D015,D008,0.554
29743,D015,D008,0.253
29744,D015,D008,0.164
29745,D015,D008,0.4
29746,D015,D008,0.531
29747,D015,D008,0.366
29748,D015,D008,0.412
29749,D015,D008,0.443
29750,D015,D008,0.477
29751,D015,D008,0.505
29752,D015,D008,0.487
29753,D015,D008,0.18
29754,D015,D008,0.469
29755,D015,D008,0.414
29756,D015,D008,0.408
29757,D015,D008,0.368
29758,D015,D008,0.414
29759,D015,D008,0.7
29760,D015,D009,0.385
29761,D015,D009,0.683
29762,D015,D009,0.269
29763,D015,D009,0.256
29764,D015,D009,0.175
29765,D015,D009,0.196
29766,D015,D009,0.64
29767,D015,D009,0.129
29768,D015,D009,0.249
29769,D015,D009,0.558
29770,D015,D009,0.579
29771,D015,D009,0.257
29772,D015,D009,0.502
29773,D015,D009,0.195
29774,D015,D009,0.139
29775,D015,D009,0.517
29776,D015,D009,0.429
29777,D015,D009,0.138
29778,D015,D009,0.12
29779,D015,D009,0.568
29780,D015,D010,0.412
29781,D015,D010,0.616
29782,D015,D010,0.168
29783,D015,D010,0.434
29784,D015,D010,0.588
29785,D015,D010,0.295
29786,D015,D010,0.685
29787,D015,D010,0.43
29788,D015,D010,0.636
29789,D015,D010,0.43
29790,D015,D010,0.163
29791,D015,D010,0.358
29792,D015,D010,0.389
29793,D015,D010,0.533
29794,D015,D010,0.457
29795,D015,D010,0.622
29796,D015,D010,0.321
29797,D015,D010,0.21
29798,D015,D010,0.418
29799,D015,D010,0.15
29800,D015,D011,0.289
29801,D015,D011,0.203
29802,D015,D011,0.384
29803,D015,D011,0.266
29804,D015,D011,0.207
29805,D015,D011,0.467
29806,D015,D011,0.403
29807,D015,D011,0.591
29808,D015,D011,0.639
29809,D015,D011,0.515
29810,D015,D011,0.635
29811,D015,D011,0.126
29812,D015,D011,0.618
29813,D015,D011,0.378
29814,D015,D011,0.25
29815,D015,D011,0.36
29816,D015,D011,0.254
29817,D015,D011,0.302
29818,D015,D011,0.615
29819,D015,D011,0.463
29820,D015,D012,0.28
29821,D015,D012,0.53
29822,D015,D012,0.367
29823,D015,D012,0.579
29824,D015,D012,0.367
29825,D015,D012,0.11
29826,D015,D012,0.369
29827,D015,D012,0.398
29828,D015,D012,0.515
29829,D015,D012,0.477
29830,D015,D012,0.532
29831,D015,D012,0.623
29832,D015,D012,0.586
29833,D015,D012,0.388
29834,D015,D012,0.129
29835,D015,D012,0.125
29836,D015,D012,0.29
29837,D015,D012,0.237
29838,D015,D012,0.477
29839,D015,D012,0.393
29840,D015,D013,0.321
29841,D015,D013,0.527
29842,D015,D013,0.269
29843,D015,D013,0.254
29844,D015,D013,0.62
29845,D015,D013,0.343
29846,D015,D013,0.328
29847,D015,D013,0.418
29848,D015,D013,0.668
29849,D015,D013,0.654
29850,D015,D013,0.103
29851,D015,D013,0.516
29852,D015,D013,0.253
29853,D015,D013,0.491
29854,D015,D013,0.383
29855,D015,D013,0.69
29856,D015,D013,0.209
29857,D015,D013,0.414
29858,D015,D013,0.449
29859,D015,D013,0.582
29860,D015,D014,0.402
29861,D015,D014,0.242
29862,D015,D014,0.375
29863,D015,D014,0.46
29864,D015,D014,0.684
29865,D015,D014,0.253
29866,D015,D014,0.176
29867,D015,D014,0.609
29868,D015,D014,0.297
29869,D015,D014,0.319
29870,D015,D014,0.163
29871,D015,D014,0.354
29872,D015,D014,0.215
29873,D015,D014,0.302
29874,D015,D014,0.261
29875,D015,D014,0.562
29876,D015,D014,0.161
29877,D015,D014,0.294
29878,D015,D014,0.519
29879,D015,D014,0.237
29880,D015,D015,0.648
29881,D015,D015,0.513
29882,D015,D015,0.431
29883,D015,D015,0.412
29884,D015,D015,0.519
29885,D015,D015,0.31
29886,D015,D015,0.271
29887,D015,D015,0.451
29888,D015,D015,0.426
29889,D015,D015,0.692
29890,D015,D015,0.43
29891,D015,D015,0.322
29892,D015,D015,0.577
29893,D015,D015,0.428
29894,D015,D015,0.423
29895,D015,D015,0.643
29896,D015,D015,0.403
29897,D015,D015,0.621
29898,D015,D015,0.337
29899,D015,D015,0.271
29900,D015,D016,0.565
29901,D015,D016,0.674
29902,D015,D016,0.655
29903,D015,D016,0.387
29904,D015,D016,0.599
29905,D015,D016,0.167
29906,D015,D016,0.658
29907,D015,D016,0.349
29908,D015,D016,0.462
29909,D015,D016,0.288
29910,D015,D016,0.655
29911,D015,D016,0.512
29912,D015,D016,0.403
29913,D015,D016,0.56
29914,D015,D016,0.464
29915,D015,D016,0.48
29916,D015,D016,0.311
29917,D015,D016,0.586
29918,D015,D016,0.392
29919,D015,D016,0.563
29920,D015,D017,0.653
29921,D015,D017,0.539
29922,D015,D017,0.51
29923,D015,D017,0.538
29924,D015,D017,0.556
29925,D015,D017,0.196
29926,D015,D017,0.208
29927,D015,D017,0.544
29928,D015,D017,0.302
29929,D015,D017,0.388
29930,D015,D017,0.571
29931,D015,D017,0.589
29932,D015,D017,0.587
29933,D015,D017,0.553
29934,D015,D017,0.394
29935,D015,D017,0.259
29936,D015,D017,0.664
29937,D015,D017,0.657
29938,D015,D017,0.645
29939,D015,D017,0.292
29940,D015,D018,0.371
29941,D015,D018,0.439
29942,D015,D018,0.274
29943,D015,D018,0.292
29944,D015,D018,0.114
29945,D015,D018,0.578
29946,D015,D018,0.169
29947,D015,D018,0.321
29948,D015,D018,0.655
29949,D015,D018,0.307
29950,D015,D018,0.416
29951,D015,D018,0.114
29952,D015,D018,0.294
29953,D015,D018,0.21
29954,D015,D018,0.241
29955,D015,D018,0.382
29956,D015,D018,0.32
29957,D015,D018,0.192
29958,D015,D018,0.671
29959,D015,D018,0.373
29960,D015,D019,0.282
29961,D015,D019,0.189
29962,D015,D019,0.653
29963,D015,D019,0.331
29964,D015,D019,0.39
29965,D015,D019,0.653
29966,D015,D019,0.294
29967,D015,D019,0.219
29968,D015,D019,0.426
29969,D015,D019,0.132
29970,D015,D019,0.159
29971,D015,D019,0.408
29972,D015,D019,0.308
29973,D015,D019,0.642
29974,D015,D019,0.395
29975,D015,D019,0.484
29976,D015,D019,0.625
29977,D015,D019,0.67
29978,D015,D019,0.184
29979,D015,D019,0.301
29980,D015,D020,0.58
29981,D015,D020,0.563
29982,D015,D020,0.271
29983,D015,D020,0.151
29984,D015,D020,0.67
29985,D015,D020,0.159
29986,D015,D020,0.594
29987,D015,D020,0.644
29988,D015,D020,0.234
29989,D015,D020,0.431
29990,D015,D020,0.178
29991,D015,D020,0.283
29992,D015,D020,0.658
29993,D015,D020,0.637
29994,D015,D020,0.195
29995,D015,D020,0.225
29996,D015,D020,0.408
29997,D015,D020,0.123
29998,D015,D020,0.545
29999,D015,D020,0.338
30000,D016,D001,0.679
30001,D016,D001,0.419
30002,D016,D001,0.4
30003,D016,D001,0.682
30004,D016,D001,0.676
30005,D016,D001,0.584
30006,D016,D001,0.581
30007,D016,D001,0.423
30008,D016,D001,0.556
30009,D016,D001,0.305
30010,D016,D001,0.469
30011,D016,D001,0.429
30012,D016,D001,0.29
30013,D016,D001,0.195
30014,D016,D001,0.389
30015,D016,D001,0.649
30016,D016,D001,0.676
30017,D016,D001,0.416
30018,D016,D001,0.264
30019,D016,D001,0.525
30020,D016,D002,0.236
30021,D016,D002,0.19
30022,D016,D002,0.537
30023,D016,D002,0.677
30024,D016,D002,0.106
30025,D016,D002,0.124
30026,D016,D002,0.539
30027,D016,D002,0.221
30028,D016,D002,0.481
30029,D016,D002,0.646
30030,D016,D002,0.259
30031,D016,D002,0.354
30032,D016,D002,0.597
30033,D016,D002,0.549
30034,D016,D002,0.477
30035,D016,D002,0.66
30036,D016,D002,0.233
30037,D016,D002,0.688
30038,D016,D002,0.664
30039,D016,D002,0.513
30040,D016,D003,0.494
30041,D016,D003,0.509
30042,D016,D003,0.111
30043,D016,D003,0.395
30044,D016,D003,0.124
30045,D016,D003,0.133
30046,D016,D003,0.461
30047,D016,D003,0.103
30048,D016,D003,0.282
30049,D016,D003,0.183
30050,D016,D003,0.433
30051,D016,D003,0.503
30052,D016,D003,0.25
30053,D016,D003,0.519
30054,D016,D003,0.6
30055,D016,D003,0.443
30056,D016,D003,0.385
30057,D016,D003,0.118
30058,D016,D003,0.49
30059,D016,D003,0.554
30060,D016,D004,0.516
30061,D016,D004,0.341
30062,D016,D004,0.432
30063,D016,D004,0.118
30064,D016,D004,0.605
30065,D016,D004,0.233
30066,D016,D004,0.114
30067,D016,D004,0.691
30068,D016,D004,0.619
30069,D016,D004,0.636
30070,D016,D004,0.503
30071,D016,D004,0.696
30072,D016,D004,0.265
30073,D016,D004,0.459
30074,D016,D004,0.152
30075,D016,D004,0.645
30076,D016,D004,0.216
30077,D016,D004,0.261
30078,D016,D004,0.547
30079,D016,D004,0.612
30080,D016,D005,0.428
30081,D016,D005,0.148
30082,D016,D005,0.23
30083,D016,D005,0.356
30084,D016,D005,0.567
30085,D016,D005,0.294
30086,D016,D005,0.364
30087,D016,D005,0.128
30088,D016,D005,0.614
30089,D016,D005,0.418
30090,D016,D005,0.623
30091,D016,D005,0.632
30092,D016,D005,0.653
30093,D016,D005,0.51
30094,D016,D005,0.588
30095,D016,D005,0.483
30096,D016,D005,0.518
30097,D016,D005,0.565
30098,D016,D005,0.386
30099,D016,D005,0.476
30100,D016,D006,0.563
30101,D016,D006,0.62
30102,D016,D006,0.43
30103,D016,D006,0.544
30104,D016,D006,0.186
30105,D016,D006,0.135
30106,D016,D006,0.395
30107,D016,D006,0.143
30108,D016,D006,0.511
30109,D016,D006,0.445
30110,D016,D006,0.588
30111,D016,D006,0.538
30112,D016,D006,0.224
30113,D016,D006,0.372
30114,D016,D006,0.374
30115,D016,D006,0.316
30116,D016,D006,0.693
30117,D016,D006,0.51
30118,D016,D006,0.332
30119,D016,D006,0.535
30120,D016,D007,0.141
30121,D016,D007,0.343
30122,D016,D007,0.699
30123,D016,D007,0.547
30124,D016,D007,0.145
30125,D016,D007,0.333
30126,D016,D007,0.35
30127,D016,D007,0.273
30128,D016,D007,0.435
30129,D016,D007,0.237
30130,D016,D007,0.635
30131,D016,D007,0.683
30132,D016,D007,0.318
30133,D016,D007,0.389
30134,D016,D007,0.639
30135,D016,D007,0.283
30136,D016,D007,0.416
30137,D016,D007,0.564
30138,D016,D007,0.571
30139,D016,D007,0.202
30140,D016,D008,0.622
30141,D016,D008,0.566
30142,D016,D008,0.218
30143,D016,D008,0.584
30144,D016,D008,0.675
30145,D016,D008,0.571
30146,D016,D008,0.123
30147,D016,D008,0.398
30148,D016,D008,0.687
30149,D016,D008,0.147
30150,D016,D008,0.26
30151,D016,D008,0.123
30152,D016,D008,0.486
30153,D016,D008,0.257
30154,D016,D008,0.612
30155,D016,D008,0.416
30156,D016,D008,0.101
30157,D016,D008,0.616
30158,D016,D008,0.676
30159,D016,D008,0.525
30160,D016,D009,0.119
30161,D016,D009,0.654
30162,D016,D009,0.118
30163,D016,D009,0.658
30164,D016,D009,0.533
30165,D016,D009,0.199
30166,D016,D009,0.505
30167,D016,D009,0.538
30168,D016,D009,0.541
30169,D016,D009,0.519
30170,D016,D009,0.213
30171,D016,D009,0.102
30172,D016,D009,0.674
30173,D016,D009,0.681
30174,D016,D009,0.38
30175,D016,D009,0.227
30176,D016,D009,0.552
30177,D016,D009,0.19
30178,D016,D009,0.514
30179,D016,D009,0.397
30180,D016,D010,0.519
30181,D016,D010,0.133
30182,D016,D010,0.584
30183,D016,D010,0.69
30184,D016,D010,0.24
30185,D016,D010,0.238
30186,D016,D010,0.516
30187,D016,D010,0.402
30188,D016,D010,0.567
30189,D016,D010,0.626
30190,D016,D010,0.272
30191,D016,D010,0.112
30192,D016,D010,0.217
30193,D016,D010,0.528
30194,D016,D010,0.345
30195,D016,D010,0.275
30196,D016,D010,0.672
30197,D016,D010,0.112
30198,D016,D010,0.473
30199,D016,D010,0.114
30200,D016,D011,0.654
30201,D016,D011,0.316
30202,D016,D011,0.528
30203,D016,D011,0.604
30204,D016,D011,0.298
30205,D016,D011,0.469
30206,D016,D011,0.666
30207,D016,D011,0.221
30208,D016,D011,0.256
30209,D016,D011,0.122
30210,D016,D011,0.407
30211,D016,D011,0.311
30212,D016,D011,0.656
30213,D016,D011,0.221
30214,D016,D011,0.43
30215,D016,D011,0.101
30216,D016,D011,0.665
30217,D016,D011,0.148
30218,D016,D011,0.416
30219,D016,D011,0.498
30220,D016,D012,0.25
30221,D016,D012,0.211
30222,D016,D012,0.589
30223,D016,D012,0.33
30224,D016,D012,0.589
30225,D016,D012,0.209
30226,D016,D012,0.582
30227,D016,D012,0.444
30228,D016,D012,0.417
30229,D016,D012,0.348
30230,D016,D012,0.509
30231,D016,D012,0.325
30232,D016,D012,0.651
30233,D016,D012,0.586
30234,D016,D012,0.15
30235,D016,D012,0.362
30236,D016,D012,0.692
30237,D016,D012,0.678
30238,D016,D012,0.16
30239,D016,D012,0.547
30240,D016,D013,0.231
30241,D016,D013,0.307
30242,D016,D013,0.527
30243,D016,D013,0.184
30244,D016,D013,0.579
30245,D016,D013,0.189
30246,D016,D013,0.484
30247,D016,D013,0.335
30248,D016,D013,0.608
30249,D016,D013,0.279
30250,D016,D013,0.333
30251,D016,D013,0.456
30252,D016,D013,0.449
30253,D016,D013,0.154
30254,D016,D013,0.696
30255,D016,D013,0.663
30256,D016,D013,0.361
30257,D016,D013,0.282
30258,D016,D013,0.492
30259,D016,D013,0.204
30260,D016,D014,0.524
30261,D016,D014,0.207
30262,D016,D014,0.457
30263,D016,D014,0.295
30264,D016,D014,0.585
30265,D016,D014,0.186
30266,D016,D014,0.117
30267,D016,D014,0.265
30268,D016,D014,0.463
30269,D016,D014,0.334
30270,D016,D014,0.595
30271,D016,D014,0.429
30272,D016,D014,0.669
30273,D016,D014,0.269
30274,D016,D014,0.451
30275,D016,D014,0.229
30276,D016,D014,0.114
30277,D016,D014,0.278
30278,D016,D014,0.542
30279,D016,D014,0.418
30280,D016,D015,0.55
30281,D016,D015,0.614
30282,D016,D015,0.278
30283,D016,D015,0.124
30284,D016,D015,0.471
30285,D016,D015,0.102
30286,D016,D015,0.619
30287,D016,D015,0.424
30288,D016,D015,0.227
30289,D016,D015,0.14
30290,D016,D015,0.288
30291,D016,D015,0.538
30292,D016,D015,0.527
30293,D016,D015,0.668
30294,D016,D015,0.282
30295,D016,D015,0.292
30296,D016,D015,0.157
30297,D016,D015,0.294
30298,D016,D015,0.515
30299,D016,D015,0.271
30300,D016,D016,0.639
30301,D016,D016,0.531
30302,D016,D016,0.115
30303,D016,D016,0.165
30304,D016,D016,0.466
30305,D016,D016,0.653
30306,D016,D016,0.508
30307,D016,D016,0.629
30308,D016,D016,0.632
30309,D016,D016,0.449
30310,D016,D016,0.66
30311,D016,D016,0.255
30312,D016,D016,0.368
30313,D016,D016,0.253
30314,D016,D016,0.184
30315,D016,D016,0.192
30316,D016,D016,0.64
30317,D016,D016,0.402
30318,D016,D016,0.342
30319,D016,D016,0.128
30320,D016,D017,0.439
30321,D016,D017,0.322
30322,D016,D017,0.181
30323,D016,D017,0.109
30324,D016,D017,0.163
30325,D016,D017,0.405
30326,D016,D017,0.457
30327,D016,D017,0.437
30328,D016,D017,0.275
30329,D016,D017,0.17
30330,D016,D017,0.145
30331,D016,D017,0.344
30332,D016,D017,0.653
30333,D016,D017,0.29
30334,D016,D017,0.439
30335,D016,D017,0.637
30336,D016,D017,0.403
30337,D016,D017,0.124
30338,D016,D017,0.61
30339,D016,D017,0.202
30340,D016,D018,0.24
30341,D016,D018,0.347
30342,D016,D018,0.697
30343,D016,D018,0.579
30344,D016,D018,0.565
30345,D016,D018,0.172
30346,D016,D018,0.377
30347,D016,D018,0.657
30348,D016,D018,0.24
30349,D016,D018,0.143
30350,D016,D018,0.426
30351,D016,D018,0.418
30352,D016,D018,0.281
30353,D016,D018,0.295
30354,D016,D018,0.461
30355,D016,D018,0.545
30356,D016,D018,0.55
30357,D016,D018,0.135
30358,D016,D018,0.53
30359,D016,D018,0.419
30360,D016,D019,0.318
30361,D016,D019,0.419
30362,D016,D019,0.115
30363,D016,D019,0.525
30364,D016,D019,0.468
30365,D016,D019,0.241
30366,D016,D019,0.106
30367,D016,D019,0.434
30368,D016,D019,0.578
30369,D016,D019,0.547
30370,D016,D019,0.178
30371,D016,D019,0.283
30372,D016,D019,0.496
30373,D016,D019,0.506
30374,D016,D019,0.386
30375,D016,D019,0.525
30376,D016,D019,0.121
30377,D016,D019,0.628
30378,D016,D019,0.494
30379,D016,D019,0.539
30380,D016,D020,0.452
30381,D016,D020,0.462
30382,D016,D020,0.589
30383,D016,D020,0.354
30384,D016,D020,0.669
30385,D016,D020,0.318
30386,D016,D020,0.318
30387,D016,D020,0.438
30388,D016,D020,0.266
30389,D016,D020,0.199
30390,D016,D020,0.285
30391,D016,D020,0.566
30392,D016,D020,0.38
30393,D016,D020,0.612
30394,D016,D020,0.366
30395,D016,D020,0.458
30396,D016,D020,0.545
30397,D016,D020,0.429
30398,D016,D020,0.208
30399,D016,D020,0.11
30400,D016,D001,0.455
30401,D016,D001,0.118
30402,D016,D001,0.191
30403,D016,D001,0.656
30404,D016,D001,0.492
30405,D016,D001,0.365
30406,D016,D001,0.618
30407,D016,D001,0.366
30408,D016,D001,0.654
30409,D016,D001,0.609
30410,D016,D001,0.354
30411,D016,D001,0.635
30412,D016,D001,0.653
30413,D016,D001,0.36
30414,D016,D001,0.257
30415,D016,D001,0.62
30416,D016,D001,0.554
30417,D016,D001,0.667
30418,D016,D001,0.479
30419,D016,D001,0.368
30420,D016,D002,0.667
30421,D016,D002,0.644
30422,D016,D002,0.458
30423,D016,D002,0.474
30424,D016,D002,0.664
30425,D016,D002,0.608
30426,D016,D002,0.463
30427,D016,D002,0.195
30428,D016,D002,0.172
30429,D016,D002,0.134
30430,D016,D002,0.391
30431,D016,D002,0.353
30432,D016,D002,0.668
30433,D016,D002,0.286
30434,D016,D002,0.302
30435,D016,D002,0.327
30436,D016,D002,0.292
30437,D016,D002,0.211
30438,D016,D002,0.399
30439,D016,D002,0.644
30440,D016,D003,0.518
30441,D016,D003,0.191
30442,D016,D003,0.229
30443,D016,D003,0.651
30444,D016,D003,0.423
30445,D016,D003,0.221
30446,D016,D003,0.168
30447,D016,D003,0.221
30448,D016,D003,0.47
30449,D016,D003,0.283
30450,D016,D003,0.536
30451,D016,D003,0.389
30452,D016,D003,0.449
30453,D016,D003,0.269
30454,D016,D003,0.397
30455,D016,D003,0.473
30456,D016,D003,0.472
30457,D016,D003,0.546
30458,D016,D003,0.142
30459,D016,D003,0.379
30460,D016,D004,0.682
30461,D016,D004,0.429
30462,D016,D004,0.576
30463,D016,D004,0.469
30464,D016,D004,0.251
30465,D016,D004,0.119
30466,D016,D004,0.158
30467,D016,D004,0.244
30468,D016,D004,0.555
30469,D016,D004,0.651
30470,D016,D004,0.435
30471,D016,D004,0.469
30472,D016,D004,0.522
30473,D016,D004,0.173
30474,D016,D004,0.696
30475,D016,D004,0.628
30476,D016,D004,0.472
30477,D016,D004,0.397
30478,D016,D004,0.396
30479,D016,D004,0.528
30480,D016,D005,0.574
30481,D016,D005,0.276
30482,D016,D005,0.664
30483,D016,D005,0.309
30484,D016,D005,0.319
30485,D016,D005,0.684
30486,D016,D005,0.172
30487,D016,D005,0.544
30488,D016,D005,0.588
30489,D016,D005,0.651
30490,D016,D005,0.198
30491,D016,D005,0.462
30492,D016,D005,0.253
30493,D016,D005,0.247
30494,D016,D005,0.4
30495,D016,D005,0.301
30496,D016,D005,0.136
30497,D016,D005,0.553
30498,D016,D005,0.698
30499,D016,D005,0.123
30500,D016,D006,0.555
30501,D016,D006,0.619
30502,D016,D006,0.556
30503,D016,D006,0.407
30504,D016,D006,0.574
30505,D016,D006,0.164
30506,D016,D006,0.44
30507,D016,D006,0.24
30508,D016,D006,0.56
30509,D016,D006,0.367
30510,D016,D006,0.248
30511,D016,D006,0.57
30512,D016,D006,0.498
30513,D016,D006,0.635
30514,D016,D006,0.134
30515,D016,D006,0.457
30516,D016,D006,0.502
30517,D016,D006,0.416
30518,D016,D006,0.224
30519,D016,D006,0.527
30520,D016,D007,0.481
30521,D016,D007,0.602
30522,D016,D007,0.361
30523,D016,D007,0.485
30524,D016,D007,0.135
30525,D016,D007,0.543
30526,D016,D007,0.409
30527,D016,D007,0.538
30528,D016,D007,0.239
30529,D016,D007,0.409
30530,D016,D007,0.658
30531,D016,D007,0.626
30532,D016,D007,0.695
30533,D016,D007,0.156
30534,D016,D007,0.366
30535,D016,D007,0.7
30536,D016,D007,0.353
30537,D016,D007,0.508
30538,D016,D007,0.154
30539,D016,D007,0.347
30540,D016,D008,0.53
30541,D016,D008,0.673
30542,D016,D008,0.171
30543,D016,D008,0.609
30544,D016,D008,0.29
30545,D016,D008,0.281
30546,D016,D008,0.114
30547,D016,D008,0.214
30548,D016,D008,0.482
30549,D016,D008,0.122
30550,D016,D008,0.209
30551,D016,D008,0.172
30552,D016,D008,0.45
30553,D016,D008,0.627
30554,D016,D008,0.583
30555,D016,D008,0.375
30556,D016,D008,0.36
30557,D016,D008,0.182
30558,D016,D008,0.327
30559,D016,D008,0.374
30560,D016,D009,0.604
30561,D016,D009,0.409
30562,D016,D009,0.225
30563,D016,D009,0.382
30564,D016,D009,0.465
30565,D016,D009,0.666
30566,D016,D009,0.452
30567,D016,D009,0.606
30568,D016,D009,0.108
30569,D016,D009,0.275
30570,D016,D009,0.676
30571,D016,D009,0.511
30572,D016,D009,0.478
30573,D016,D009,0.536
30574,D016,D009,0.624
30575,D016,D009,0.396
30576,D016,D009,0.444
30577,D016,D009,0.46
30578,D016,D009,0.591
30579,D016,D009,0.275
30580,D016,D010,0.642
30581,D016,D010,0.583
30582,D016,D010,0.671
30583,D016,D010,0.201
30584,D016,D010,0.64
30585,D016,D010,0.691
30586,D016,D010,0.179
30587,D016,D010,0.179
30588,D016,D010,0.421
30589,D016,D010,0.252
30590,D016,D010,0.64
30591,D016,D010,0.298
30592,D016,D010,0.326
30593,D016,D010,0.581
30594,D016,D010,0.306
30595,D016,D010,0.676
30596,D016,D010,0.603
30597,D016,D010,0.338
30598,D016,D010,0.384
30599,D016,D010,0.159
30600,D016,D011,0.143
30601,D016,D011,0.352
30602,D016,D011,0.359
30603,D016,D011,0.685
30604,D016,D011,0.675
30605,D016,D011,0.523
30606,D016,D011,0.47
30607,D016,D011,0.539
30608,D016,D011,0.256
30609,D016,D011,0.689
30610,D016,D011,0.108
30611,D016,D011,0.633
30612,D016,D011,0.206
30613,D016,D011,0.356
30614,D016,D011,0.215
30615,D016,D011,0.532
30616,D016,D011,0.488
30617,D016,D011,0.637
30618,D016,D011,0.587
30619,D016,D011,0.593
30620,D016,D012,0.325
30621,D016,D012,0.409
30622,D016,D012,0.574
30623,D016,D012,0.586
30624,D016,D012,0.658
30625,D016,D012,0.646
30626,D016,D012,0.357
30627,D016,D012,0.147
30628,D016,D012,0.418
30629,D016,D012,0.168
30630,D016,D012,0.474
30631,D016,D012,0.392
30632,D016,D012,0.217
30633,D016,D012,0.378
30634,D016,D012,0.541
30635,D016,D012,0.347
30636,D016,D012,0.274
30637,D016,D012,0.158
30638,D016,D012,0.136
30639,D016,D012,0.537
30640,D016,D013,0.334
30641,D016,D013,0.514
30642,D016,D013,0.488
30643,D016,D013,0.354
30644,D016,D013,0.418
30645,D016,D013,0.55
30646,D016,D013,0.689
30647,D016,D013,0.534
30648,D016,D013,0.587
30649,D016,D013,0.581
30650,D016,D013,0.479
30651,D016,D013,0.663
30652,D016,D013,0.676
30653,D016,D013,0.542
30654,D016,D013,0.438
30655,D016,D013,0.401
30656,D016,D013,0.236
30657,D016,D013,0.568
30658,D016,D013,0.318
30659,D016,D013,0.553
30660,D016,D014,0.182
30661,D016,D014,0.634
30662,D016,D014,0.14
30663,D016,D014,0.38
30664,D016,D014,0.656
30665,D016,D014,0.303
30666,D016,D014,0.275
30667,D016,D014,0.566
30668,D016,D014,0.496
30669,D016,D014,0.298
30670,D016,D014,0.27
30671,D016,D014,0.18
30672,D016,D014,0.238
30673,D016,D014,0.209
30674,D016,D014,0.528
30675,D016,D014,0.201
30676,D016,D014,0.645
30677,D016,D014,0.584
30678,D016,D014,0.157
30679,D016,D014,0.554
30680,D016,D015,0.52
30681,D016,D015,0.584
30682,D016,D015,0.558
30683,D016,D015,0.395
30684,D016,D015,0.332
30685,D016,D015,0.511
30686,D016,D015,0.518
30687,D016,D015,0.549
30688,D016,D015,0.144
30689,D016,D015,0.103
30690,D016,D015,0.159
30691,D016,D015,0.636
30692,D016,D015,0.607
30693,D016,D015,0.594
30694,D016,D015,0.104
30695,D016,D015,0.132
30696,D016,D015,0.522
30697,D016,D015,0.43
30698,D016,D015,0.433
30699,D016,D015,0.198
30700,D016,D016,0.241
30701,D016,D016,0.669
30702,D016,D016,0.342
30703,D016,D016,0.545
30704,D016,D016,0.7
30705,D016,D016,0.596
30706,D016,D016,0.573
30707,D016,D016,0.223
30708,D016,D016,0.484
30709,D016,D016,0.352
30710,D016,D016,0.604
30711,D016,D016,0.303
30712,D016,D016,0.575
30713,D016,D016,0.471
30714,D016,D016,0.554
30715,D016,D016,0.228
30716,D016,D016,0.522
30717,D016,D016,0.432
30718,D016,D016,0.445
30719,D016,D016,0.312
30720,D016,D017,0.393
30721,D016,D017,0.172
30722,D016,D017,0.115
30723,D016,D017,0.304
30724,D016,D017,0.458
30725,D016,D017,0.147
30726,D016,D017,0.112
30727,D016,D017,0.104
30728,D016,D017,0.511
30729,D016,D017,0.178
30730,D016,D017,0.645
30731,D016,D017,0.359
30732,D016,D017,0.675
30733,D016,D017,0.169
30734,D016,D017,0.238
30735,D016,D017,0.626
30736,D016,D017,0.393
30737,D016,D017,0.39
30738,D016,D017,0.194
30739,D016,D017,0.428
30740,D016,D018,0.238
30741,D016,D018,0.177
30742,D016,D018,0.255
30743,D016,D018,0.412
30744,D016,D018,0.619
30745,D016,D018,0.166
30746,D016,D018,0.169
30747,D016,D018,0.679
30748,D016,D018,0.589
